iter	Passed	Remaining
1689	6605	1993
1690	6609	1989
1691	6613	1985
1692	6616	1981
1693	6619	1977
1694	6624	1973
1695	6627	1969
1696	6634	1966
1697	6637	1962
1698	6641	1958
1699	6645	1954
1700	6648	1950
1701	6651	1946
1702	6655	1942
1703	6658	1938
1704	6661	1934
1705	6664	1929
1706	6668	1925
1707	6671	1921
1708	6675	1917
1709	6678	1913
1710	6681	1909
1711	6685	1905
1712	6690	1902
1713	6694	1898
1714	6697	1894
1715	6701	1890
1716	6706	1886
1717	6709	1882
1718	6712	1878
1719	6716	1874
1720	6719	1870
1721	6723	1866
1722	6727	1862
1723	6730	1858
1724	6733	1854
1725	6736	1850
1726	6739	1845
1727	6743	1841
1728	6746	1837
1729	6750	1833
1730	6754	1829
1731	6757	1825
1732	6760	1821
1733	6764	1817
1734	6766	1813
1735	6770	1809
1736	6773	1805
1737	6776	1801
1738	6780	1797
1739	6785	1793
1740	6788	1789
1741	6791	1785
1742	6795	1781
1743	6799	1777
1744	6803	1773
1745	6806	1769
1746	6809	1765
1747	6811	1761
1748	6814	1757
1749	6818	1753
1750	6822	1749
1751	6825	1745
1752	6828	1741
1753	6832	1737
1754	6836	1733
1755	6843	1730
1756	6846	1726
1757	6850	1722
1758	6853	1718
1759	6856	1714
1760	6861	1710
1761	6864	1706
1762	6868	1702
1763	6873	1698
1764	6876	1694
1765	6881	1691
1766	6884	1687
1767	6887	1683
1768	6891	1678
1769	6900	1676
1770	6904	1672
1771	6908	1668
1772	6911	1664
1773	6915	1660
1774	6920	1657
1775	6924	1653
1776	6928	1649
1777	6931	1645
1778	6936	1641
1779	6940	1637
1780	6944	1633
1781	6947	1629
1782	6952	1625
1783	6955	1621
1784	6959	1618
1785	6963	1614
1786	6966	1610
1787	6969	1605
1788	6973	1602
1789	6977	1598
1790	6981	1594
1791	6984	1590
1792	6987	1586
1793	6990	1582
1794	6994	1578
1795	6997	1574
1796	7000	1570
1797	7004	1565
1798	7007	1561
1799	7010	1557
1800	7013	1553
1801	7017	1549
1802	7020	1545
1803	7024	1542
1804	7027	1537
1805	7031	1534
1806	7038	1530
1807	7041	1526
1808	7045	1522
1809	7048	1518
1810	7052	1514
1811	7054	1510
1812	7058	1506
1813	7062	1502
1814	7066	1498
1815	7070	1494
1816	7074	1491
1817	7077	1487
1818	7084	1483
1819	7090	1480
1820	7093	1476
1821	7096	1472
1822	7100	1468
1823	7103	1464
1824	7106	1460
1825	7109	1456
1826	7115	1452
1827	7118	1448
1828	7122	1444
1829	7125	1440
1830	7129	1436
1831	7132	1432
1832	7136	1428
1833	7139	1424
1834	7142	1420
1835	7146	1416
1836	7149	1412
1837	7153	1408
1838	7156	1404
1839	7159	1400
1840	7162	1396
1841	7166	1392
1842	7169	1388
1843	7173	1384
1844	7176	1380
1845	7180	1376
1846	7183	1372
1847	7187	1368
1848	7191	1365
1849	7194	1361
1850	7197	1357
1851	7201	1353
1852	7205	1349
1853	7209	1345
1854	7212	1341
1855	7216	1337
1856	7219	1333
1857	7222	1329
1858	7226	1325
1859	7230	1321
1860	7233	1317
1861	7237	1313
1862	7240	1309
1863	7244	1305
1864	7247	1301
1865	7250	1297
1866	7256	1294
1867	7260	1290
1868	7268	1287
1869	7271	1283
1870	7275	1279
1871	7278	1275
1872	7282	1271
1873	7285	1267
1874	7288	1263
1875	7290	1259
1876	7293	1255
1877	7297	1251
1878	7301	1247
1879	7305	1243
1880	7308	1239
1881	7311	1235
1882	7315	1231
1883	7319	1227
1884	7323	1223
1885	7326	1219
1886	7329	1215
1887	7333	1211
1888	7336	1207
1889	7339	1203
1890	7342	1199
1891	7345	1195
1892	7349	1191
1893	7353	1188
1894	7356	1184
1895	7365	1180
1896	7367	1176
1897	7370	1172
1898	7373	1168
1899	7378	1164
1900	7381	1161
1901	7385	1157
1902	7388	1153
1903	7391	1149
1904	7394	1145
1905	7398	1141
1906	7401	1137
1907	7405	1133
1908	7408	1129
1909	7411	1125
1910	7415	1121
1911	7418	1117
1912	7422	1113
1913	7426	1109
1914	7429	1105
1915	7433	1101
1916	7436	1097
1917	7439	1093
1918	7443	1090
1919	7448	1086
1920	7452	1082
1921	7456	1078
1922	7460	1074
1923	7463	1070
1924	7467	1066
1925	7470	1062
1926	7474	1058
1927	7477	1054
1928	7481	1051
1929	7484	1047
1930	7488	1043
1931	7491	1039
1932	7494	1035
1933	7499	1031
1934	7502	1027
1935	7505	1023
1936	7509	1019
1937	7512	1015
1938	7517	1011
1939	7531	1009
1940	7537	1005
1941	7540	1001
1942	7544	997
1943	7547	993
1944	7551	990
1945	7556	986
1946	7559	982
1947	7562	978
1948	7568	974
1949	7572	970
1950	7575	966
1951	7578	962
1952	7581	958
1953	7585	954
1954	7588	951
1955	7593	947
1956	7597	943
1957	7600	939
1958	7603	935
1959	7605	931
1960	7609	927
1961	7613	923
1962	7617	919
1963	7620	915
1964	7624	911
1965	7628	908
1966	7632	904
1967	7635	900
1968	7639	896
1969	7642	892
1970	7646	888
1971	7649	884
1972	7652	880
1973	7656	876
1974	7660	872
1975	7663	868
1976	7669	865
1977	7673	861
1978	7676	857
1979	7680	853
1980	7683	849
1981	7686	845
1982	7689	841
1983	7692	837
1984	7696	833
1985	7699	829
1986	7702	825
1987	7706	821
1988	7709	817
1989	7712	813
1990	7715	809
1991	7719	806
1992	7722	802
1993	7725	798
1994	7729	794
1995	7732	790
1996	7735	786
1997	7739	782
1998	7743	778
1999	7748	774
2000	7752	770
2001	7755	767
2002	7759	763
2003	7763	759
2004	7767	755
2005	7770	751
2006	7773	747
2007	7777	743
2008	7781	739
2009	7785	735
2010	7788	732
2011	7792	728
2012	7796	724
2013	7799	720
2014	7803	716
2015	7812	713
2016	7816	709
2017	7822	705
2018	7827	701
2019	7830	697
2020	7833	693
2021	7835	689
2022	7839	685
2023	7845	682
2024	7848	678
2025	7854	674
2026	7858	670
2027	7863	666
2028	7866	662
2029	7870	659
2030	7873	655
2031	7877	651
2032	7880	647
2033	7884	643
2034	7887	639
2035	7891	635
2036	7894	631
2037	7899	627
2038	7902	623
2039	7906	620
2040	7910	616
2041	7913	612
2042	7916	608
2043	7919	604
2044	7923	600
2045	7926	596
2046	7929	592
2047	7932	588
2048	7936	584
2049	7941	581
2050	7944	577
2051	7947	573
2052	7950	569
2053	7953	565
2054	7957	561
2055	7960	557
2056	7963	553
2057	7967	549
2058	7971	545
2059	7974	541
2060	7978	538
2061	7981	534
2062	7985	530
2063	7988	526
2064	7992	522
2065	7998	518
2066	8001	514
2067	8005	510
2068	8009	507
2069	8012	503
2070	8016	499
2071	8018	495
2072	8022	491
2073	8025	487
2074	8028	483
2075	8031	479
2076	8034	475
2077	8037	471
2078	8041	468
2079	8044	464
2080	8048	460
2081	8053	456
2082	8057	452
2083	8060	448
2084	8064	444
2085	8068	440
2086	8072	437
2087	8077	433
2088	8080	429
2089	8085	425
2090	8089	421
2091	8093	417
2092	8096	413
2093	8100	410
2094	8103	406
2095	8106	402
2096	8110	398
2097	8113	394
2098	8116	390
2099	8119	386
2100	8122	382
2101	8126	378
2102	8129	374
2103	8133	371
2104	8136	367
2105	8140	363
2106	8146	359
2107	8150	355
2108	8157	351
2109	8160	348
2110	8163	344
2111	8166	340
2112	8170	336
2113	8174	332
2114	8177	328
2115	8181	324
2116	8185	320
2117	8188	317
2118	8191	313
2119	8194	309
2120	8197	305
2121	8200	301
2122	8203	297
2123	8207	293
2124	8210	289
2125	8213	285
2126	8216	282
2127	8219	278
2128	8222	274
2129	8226	270
2130	8231	266
2131	8235	262
2132	8238	258
2133	8241	254
2134	8245	251
2135	8249	247
2136	8260	243
2137	8264	239
2138	8268	235
2139	8272	231
2140	8275	228
2141	8278	224
2142	8281	220
2143	8284	216
2144	8288	212
2145	8291	208
2146	8295	204
2147	8300	200
2148	8303	197
2149	8307	193
2150	8311	189
2151	8314	185
2152	8318	181
2153	8322	177
2154	8328	173
2155	8331	170
2156	8334	166
2157	8337	162
2158	8341	158
2159	8344	154
2160	8349	150
2161	8352	146
2162	8355	142
2163	8359	139
2164	8362	135
2165	8366	131
2166	8369	127
2167	8372	123
2168	8375	119
2169	8379	115
2170	8382	111
2171	8386	108
2172	8389	104
2173	8393	100
2174	8395	96
2175	8399	92
2176	8406	88
2177	8409	84
2178	8413	81
2179	8416	77
2180	8419	73
2181	8424	69
2182	8427	65
2183	8430	61
2184	8433	57
2185	8437	54
2186	8440	50
2187	8443	46
2188	8447	42
2189	8450	38
2190	8453	34
2191	8456	30
2192	8460	27
2193	8463	23
2194	8466	19
2195	8470	15
2196	8473	11
2197	8476	7
2198	8481	3
2199	8484	0
