iter	RMSE
411	0.4122212236
412	0.4120416072
413	0.4118154834
414	0.4115959761
415	0.4113847251
416	0.4112401141
417	0.4109382713
418	0.410728674
419	0.4105950757
420	0.4104654334
421	0.4101077839
422	0.4098487488
423	0.4096531068
424	0.4093910255
425	0.4091179545
426	0.4088847752
427	0.4087265885
428	0.4084868973
429	0.4082761198
430	0.4081376763
431	0.407945181
432	0.4077572152
433	0.4076021175
434	0.4074641644
435	0.407329727
436	0.407212001
437	0.4070096312
438	0.406769323
439	0.4065152791
440	0.4062783898
441	0.4060176786
442	0.4057815791
443	0.4056579526
444	0.4054779831
445	0.4052881622
446	0.4050409798
447	0.4048898857
448	0.4047072073
449	0.4043747637
450	0.4042058565
451	0.4040855804
452	0.4037782467
453	0.4035110247
454	0.403376841
455	0.4031302285
456	0.4029617659
457	0.402834356
458	0.4026049563
459	0.4023982595
460	0.4021983334
461	0.4019273211
462	0.4017074624
463	0.4015069108
464	0.4013193616
465	0.4010913382
466	0.4008436691
467	0.4006971519
468	0.4004712179
469	0.400309023
470	0.3999917046
471	0.399808313
472	0.3996789069
473	0.399496441
474	0.3992430283
475	0.3990786277
476	0.3988133449
477	0.3985852023
478	0.3983302802
479	0.3982317282
480	0.3980888842
481	0.3979087492
482	0.3976906524
483	0.397404224
484	0.3972332976
485	0.396934928
486	0.3967754056
487	0.3965193262
488	0.3962662972
489	0.3961431593
490	0.3959275341
491	0.3956496534
492	0.3955609043
493	0.3953526133
494	0.3952565869
495	0.3951144363
496	0.3948653892
497	0.3945772647
498	0.3943878479
499	0.3941581501
500	0.393892526
501	0.3936284562
502	0.3935664582
503	0.3933919626
504	0.3931651628
505	0.3928970694
506	0.392713618
507	0.3925827013
508	0.3923095054
509	0.3921503895
510	0.3919851992
511	0.3919237708
512	0.3916351516
513	0.3914793573
514	0.3912790075
515	0.3911120396
516	0.3908444075
517	0.3906351508
518	0.3903397058
519	0.3900294849
520	0.3897805948
521	0.38955311
522	0.3892760898
523	0.3891408576
524	0.3890142393
525	0.3888869434
526	0.3886932173
527	0.3884619313
528	0.3882583691
529	0.3881908973
530	0.3879548329
531	0.3877699015
532	0.3876041269
533	0.3874628734
534	0.3871394485
535	0.3868536172
536	0.3867384054
537	0.3866625999
538	0.3865446088
539	0.3863431971
540	0.3861664297
541	0.3860151244
542	0.3857976248
543	0.3855119078
544	0.3852896326
545	0.3851505308
546	0.3849656981
547	0.3847080544
548	0.3845287258
549	0.3843445972
550	0.384173297
551	0.3839481637
552	0.383823577
553	0.3836992648
554	0.3836076289
555	0.3833801789
556	0.3831516676
557	0.3830196894
558	0.3828520738
559	0.3826807801
560	0.3825393749
561	0.382374272
562	0.3823100148
563	0.3820845084
564	0.3819634196
565	0.3818372046
566	0.3816081595
567	0.3814366197
568	0.3812333678
569	0.3810888478
570	0.3809768818
571	0.3807702057
572	0.3806898291
573	0.3804713026
574	0.3803101381
575	0.3801491284
576	0.3799573682
577	0.3798291327
578	0.3796030119
579	0.379512944
580	0.3793636016
581	0.3792102875
582	0.3790564859
583	0.3787990105
584	0.3786089891
585	0.3784694612
586	0.3783646383
587	0.3782539244
588	0.3779500498
589	0.3776376437
590	0.3775447934
591	0.3773818017
592	0.3772217951
593	0.3771117687
594	0.3768324518
595	0.3766304371
596	0.3763938836
597	0.376292791
598	0.3761182987
599	0.375950444
600	0.3757978369
601	0.375610789
602	0.3754603302
603	0.3752941874
604	0.3751600049
605	0.3749194332
606	0.3746584811
607	0.3744165517
608	0.3741407779
609	0.3739352933
610	0.373770309
611	0.3735602067
612	0.3733290469
613	0.3731739112
614	0.3730107236
615	0.3728763426
616	0.3727336311
617	0.3725974016
618	0.3724539506
619	0.3723241566
620	0.3720320458
621	0.3719120287
622	0.3717465398
623	0.3716313234
624	0.3714677674
625	0.371211683
626	0.3711607436
627	0.3710081921
628	0.3707249882
629	0.3705095464
630	0.3702941972
631	0.3701386622
632	0.3698625684
633	0.3696423987
634	0.3695358864
635	0.3693964476
636	0.3692468735
637	0.3690364738
638	0.3688222372
639	0.3686710728
640	0.3685155308
641	0.3683635565
642	0.3681682972
643	0.3679668266
644	0.3677728212
645	0.3675886403
646	0.3672887574
647	0.3671557723
648	0.3671028221
649	0.3668940997
650	0.3666538004
651	0.3665057327
652	0.3663702217
653	0.3662065382
654	0.3660458281
655	0.3658650407
656	0.3656744793
657	0.3655313021
658	0.3653626334
659	0.3651203502
660	0.3648663235
661	0.364697664
662	0.3644252312
663	0.364227869
664	0.364068234
665	0.3639189
666	0.3637249833
667	0.3636022391
668	0.3634554592
669	0.36328361
670	0.3631681306
671	0.3630170688
672	0.3629079664
673	0.3627722712
674	0.3626376956
675	0.3625612359
676	0.3624286259
677	0.362351853
678	0.3621927905
679	0.3620766217
680	0.3619064747
681	0.3617337987
682	0.3616107174
683	0.361471124
684	0.3612486775
685	0.3611131223
686	0.3609541493
687	0.3607944839
688	0.3606115663
689	0.3604640038
690	0.3602515094
691	0.3600631114
692	0.3598663743
693	0.3597724675
694	0.3596224494
695	0.3594981424
696	0.3593797167
697	0.3592975202
698	0.359229862
699	0.359024781
700	0.3589416695
701	0.3588158539
702	0.358636663
703	0.3584904085
704	0.3583470145
705	0.3581990112
706	0.3580396348
707	0.3578930427
708	0.3577521667
709	0.3575984729
710	0.3574489042
711	0.3573078283
712	0.3570792009
713	0.3569080175
714	0.3566177147
715	0.356483887
716	0.3562972857
717	0.356205684
718	0.3560404808
719	0.3559725247
720	0.3558206063
721	0.3557279601
722	0.3554731202
723	0.3553383483
724	0.3551553331
725	0.3549329525
726	0.3547562761
727	0.3545350005
728	0.3543986028
729	0.3541923764
730	0.3539030731
731	0.3537845012
732	0.3535855311
733	0.3534800247
734	0.3532501391
735	0.3531065655
736	0.3529505263
737	0.3527979396
738	0.352673391
739	0.3524408957
740	0.3522729836
741	0.3521257765
742	0.351889719
743	0.3516866833
744	0.3515440916
745	0.3513651916
746	0.3512274437
747	0.3511378173
748	0.3510181011
749	0.3508457929
750	0.3506967284
751	0.3505601002
752	0.3504468302
753	0.3503362556
754	0.3502535348
755	0.3500643648
756	0.3499269573
757	0.3497427716
758	0.3495791427
759	0.3494649158
760	0.3492558103
761	0.3491118851
762	0.3489556348
763	0.3488478468
764	0.3487415785
765	0.3485997663
766	0.3484594825
767	0.3483467906
768	0.3481724959
769	0.3480667644
770	0.3478699218
771	0.3477062578
772	0.3476100588
773	0.3474337737
774	0.3472611565
775	0.3471293355
776	0.3470148086
777	0.3468542131
778	0.3466747768
779	0.346452585
780	0.3462421364
781	0.3461113149
782	0.3460003588
783	0.3458303796
784	0.3456943984
785	0.3456017374
786	0.345500645
787	0.3453128724
788	0.3450875746
789	0.3449607066
790	0.3448198947
791	0.344703754
792	0.3445560615
793	0.3443665564
794	0.3441496195
795	0.3440191599
796	0.3438466359
797	0.343713694
798	0.3435697666
799	0.3434145305
800	0.3432824738
801	0.3430046138
802	0.342938894
803	0.3428231088
804	0.3427140524
805	0.3425605397
806	0.3424741658
807	0.342333647
808	0.3421873284
809	0.342006762
810	0.3417832883
811	0.3416931369
812	0.3415131077
813	0.3413532021
814	0.3412449311
815	0.3410693143
816	0.3409496562
817	0.3407529839
818	0.3406956895
819	0.3404972041
820	0.3403023751
821	0.340184509
822	0.3400852059
823	0.3399683128
824	0.33987153
825	0.3397268527
826	0.3395298895
827	0.339369796
828	0.3392852956
829	0.3391388349
830	0.3390295597
831	0.3387834825
832	0.3386886287
833	0.3385286757
834	0.3384312395
835	0.338325825
836	0.3381611552
837	0.338089358
838	0.3379619677
839	0.3378926523
840	0.3377868129
841	0.3376485688
842	0.3375408714
843	0.337458848
844	0.3373492268
845	0.3372744541
846	0.3371416103
847	0.3370806312
848	0.3369347676
849	0.3368034907
850	0.3365498813
851	0.336436937
852	0.3363409608
853	0.336234133
854	0.3360079685
855	0.3358965345
856	0.3357444568
857	0.3355998882
858	0.335464918
859	0.3353090318
860	0.3351242102
861	0.335031152
862	0.3348635807
863	0.3347445354
864	0.334674202
865	0.3345204898
866	0.3344409615
867	0.3343596524
868	0.334167012
869	0.3340864556
870	0.3339770605
871	0.333916094
872	0.3337843341
873	0.3335403272
874	0.3334478706
875	0.3332827519
876	0.3331915118
877	0.3330190085
878	0.3328724548
879	0.3327353627
880	0.3325806259
881	0.3324828812
882	0.3323190117
883	0.332120471
884	0.3319362918
885	0.3317917313
886	0.3316926556
887	0.3315011499
888	0.3313097874
889	0.3312287083
890	0.3310495373
891	0.3309495036
892	0.3307932122
893	0.330652738
894	0.3305736187
895	0.3304863527
896	0.3303827655
897	0.3302516657
898	0.3301383285
899	0.3299492495
900	0.3298020938
901	0.3295951015
902	0.3295035341
903	0.3293526282
904	0.3292619123
905	0.3291671911
906	0.329025467
907	0.3289019643
908	0.328814277
909	0.3285453177
910	0.3283598088
911	0.3281850254
912	0.3280678621
913	0.3279711292
914	0.32783866
915	0.3277677627
916	0.3275745101
917	0.3274460116
918	0.3273246152
919	0.3272138768
920	0.3270289961
921	0.3269400339
922	0.3268349172
923	0.3267504851
924	0.3266571047
925	0.3265323258
926	0.3264337375
927	0.3263106453
928	0.3261737699
929	0.3260611446
930	0.3257763888
931	0.3256442675
932	0.3255318138
933	0.3254502037
934	0.3253219377
935	0.3251976353
936	0.3251525856
937	0.3249849369
938	0.3248925944
939	0.3246227375
940	0.3244900862
941	0.3243772307
942	0.3242098359
943	0.3240133589
944	0.3239127261
945	0.3237226472
946	0.3236162992
947	0.3234714682
948	0.3233335127
949	0.3231697074
950	0.323035541
951	0.3228814243
952	0.3227329817
953	0.3225997259
954	0.3223657052
955	0.3222419423
956	0.322080419
957	0.3219049662
958	0.3218067771
959	0.3217148686
960	0.3215575363
961	0.321335999
962	0.321287865
963	0.3211075506
964	0.3210190874
965	0.3208036492
966	0.320666257
967	0.3205666511
968	0.3204364599
969	0.3202881694
970	0.3202330418
971	0.3200948641
972	0.3199261636
973	0.3198310607
974	0.3196055276
975	0.3195432529
976	0.3194169446
977	0.3193285092
978	0.3191167536
979	0.319034448
980	0.3189649707
981	0.3188175648
982	0.3186848391
983	0.3185940643
984	0.3184716574
985	0.3183792524
986	0.3182615018
987	0.3181553131
988	0.3180509258
989	0.3178957633
990	0.3177641196
991	0.317672821
992	0.3174589764
993	0.317269914
994	0.3170669207
995	0.3169347942
996	0.3167873829
997	0.3165884731
998	0.3163973422
999	0.3162069683
